trial,rt,type,color_choice,word_color,word_text,congruent,correct,repeat_stim,id
0,506,practice,red,blue,red,False,False,False,014
1,500,practice,red,red,red,True,True,False,014
2,634,practice,green,blue,blue,True,False,False,014
3,1034,practice,green,blue,blue,True,False,True,014
4,1120,practice,green,blue,red,False,False,False,014
5,977,practice,green,green,blue,False,True,False,014
6,694,practice,red,red,red,True,True,False,014
7,798,practice,blue,blue,blue,True,True,False,014
8,907,practice,blue,blue,green,False,True,False,014
9,1037,practice,red,red,green,False,True,False,014
10,719,practice,green,green,green,True,True,False,014
11,1039,practice,red,red,blue,False,True,False,014
12,835,practice,green,green,green,True,True,False,014
13,1164,practice,green,green,red,False,True,False,014
14,795,practice,red,red,red,True,True,False,014
15,875,practice,green,green,blue,False,True,False,014
16,1066,practice,red,red,blue,False,True,False,014
17,658,practice,green,green,green,True,True,False,014
18,725,practice,green,green,green,True,True,True,014
19,813,practice,green,green,red,False,True,False,014
20,698,practice,red,red,red,True,True,False,014
21,896,practice,blue,blue,green,False,True,False,014
22,615,practice,blue,blue,blue,True,True,False,014
23,847,practice,red,red,green,False,True,False,014
24,675,infrequent,red,red,red,True,True,False,014
25,700,infrequent,blue,blue,blue,True,True,False,014
26,574,infrequent,blue,green,blue,False,False,False,014
27,609,infrequent,blue,blue,blue,True,True,False,014
28,691,infrequent,red,red,red,True,True,False,014
29,957,infrequent,blue,blue,green,False,True,False,014
30,616,infrequent,blue,blue,blue,True,True,False,014
31,601,infrequent,green,green,green,True,True,False,014
32,555,infrequent,green,green,green,True,True,True,014
33,669,infrequent,red,red,red,True,True,False,014
34,631,infrequent,green,green,green,True,True,False,014
35,884,infrequent,green,green,green,True,True,True,014
36,504,infrequent,green,green,green,True,True,True,014
37,677,infrequent,red,red,red,True,True,False,014
38,671,infrequent,blue,blue,blue,True,True,False,014
39,675,infrequent,red,red,red,True,True,False,014
40,675,infrequent,green,green,green,True,True,False,014
41,643,infrequent,red,red,red,True,True,False,014
42,599,infrequent,green,green,green,True,True,False,014
43,615,infrequent,blue,blue,blue,True,True,False,014
44,567,infrequent,green,green,green,True,True,False,014
45,1010,infrequent,red,red,blue,False,True,False,014
46,709,infrequent,green,green,green,True,True,False,014
47,662,infrequent,blue,blue,blue,True,True,False,014
48,1076,infrequent,blue,blue,blue,True,True,True,014
49,540,infrequent,blue,blue,blue,True,True,True,014
50,940,infrequent,blue,blue,red,False,True,False,014
51,952,infrequent,red,red,blue,False,True,False,014
52,594,infrequent,green,green,green,True,True,False,014
53,557,infrequent,green,green,green,True,True,True,014
54,571,infrequent,green,green,green,True,True,True,014
55,660,infrequent,red,red,red,True,True,False,014
56,579,infrequent,red,red,red,True,True,True,014
57,599,infrequent,red,red,red,True,True,True,014
58,814,infrequent,green,green,blue,False,True,False,014
59,977,infrequent,red,red,blue,False,True,False,014
60,776,infrequent,red,red,blue,False,True,True,014
61,746,infrequent,red,red,red,True,True,False,014
62,745,infrequent,green,green,green,True,True,False,014
63,682,infrequent,blue,blue,blue,True,True,False,014
