type,trial,FB,fs_RT,fs_choice,fs_stims,id,ss_RT,ss_choice,ss_stims,transition
practice,0.0,-1,,-1,"(0, 1)",002,-1,-1,-1,
practice,1.0,0,705.0,0,"(1, 0)",002,897,4,"(5, 4)",rare
practice,2.0,1,1079.0,0,"(0, 1)",002,996,4,"(4, 5)",rare
practice,3.0,0,1002.0,0,"(1, 0)",002,1085,3,"(3, 2)",common
practice,4.0,0,799.0,1,"(0, 1)",002,743,3,"(3, 2)",rare
practice,5.0,0,658.0,1,"(0, 1)",002,719,3,"(3, 2)",rare
practice,6.0,0,843.0,0,"(1, 0)",002,951,2,"(2, 3)",common
practice,7.0,0,534.0,1,"(0, 1)",002,822,4,"(5, 4)",common
practice,8.0,0,581.0,0,"(1, 0)",002,839,3,"(2, 3)",common
practice,9.0,1,706.0,0,"(1, 0)",002,767,3,"(2, 3)",common
task,0.0,0,815.0,0,"(1, 0)",002,868,2,"(3, 2)",common
task,1.0,0,831.0,0,"(1, 0)",002,575,3,"(3, 2)",common
task,2.0,-1,,-1,"(0, 1)",002,-1,-1,"(-1, -1)",
task,3.0,1,830.0,0,"(0, 1)",002,1152,3,"(3, 2)",common
task,4.0,0,614.0,0,"(1, 0)",002,824,3,"(3, 2)",common
task,5.0,0,862.0,0,"(0, 1)",002,947,3,"(3, 2)",common
task,6.0,1,970.0,1,"(1, 0)",002,815,5,"(4, 5)",common
task,7.0,0,770.0,0,"(0, 1)",002,1364,2,"(2, 3)",common
task,8.0,0,784.0,0,"(0, 1)",002,884,3,"(2, 3)",common
task,9.0,-1,,-1,"(0, 1)",002,-1,-1,"(-1, -1)",
task,10.0,1,470.0,0,"(0, 1)",002,537,3,"(3, 2)",common
task,11.0,1,457.0,0,"(0, 1)",002,796,4,"(4, 5)",rare
task,12.0,1,691.0,0,"(1, 0)",002,850,2,"(2, 3)",common
task,13.0,1,674.0,1,"(1, 0)",002,1217,4,"(4, 5)",common
task,14.0,0,597.0,0,"(0, 1)",002,634,4,"(5, 4)",rare
task,15.0,0,596.0,1,"(1, 0)",002,793,4,"(5, 4)",common
task,16.0,1,659.0,1,"(1, 0)",002,747,3,"(2, 3)",rare
task,17.0,0,1064.0,1,"(0, 1)",002,747,3,"(2, 3)",rare
task,18.0,0,440.0,0,"(0, 1)",002,531,3,"(3, 2)",common
task,19.0,1,596.0,0,"(1, 0)",002,417,2,"(3, 2)",common
task,20.0,1,768.0,0,"(0, 1)",002,849,3,"(2, 3)",common
task,21.0,1,596.0,0,"(1, 0)",002,463,3,"(3, 2)",common
task,22.0,1,1361.0,1,"(0, 1)",002,1340,4,"(4, 5)",common
task,23.0,1,877.0,1,"(1, 0)",002,604,4,"(5, 4)",common
task,24.0,0,1046.0,0,"(1, 0)",002,648,4,"(5, 4)",rare
task,25.0,1,753.0,0,"(1, 0)",002,604,4,"(5, 4)",rare
task,26.0,1,549.0,0,"(0, 1)",002,667,3,"(3, 2)",common
task,27.0,1,473.0,1,"(1, 0)",002,710,4,"(4, 5)",common
task,28.0,0,299.0,0,"(0, 1)",002,464,3,"(2, 3)",common
task,29.0,0,584.0,1,"(0, 1)",002,492,4,"(5, 4)",common
task,30.0,1,770.0,0,"(0, 1)",002,674,4,"(5, 4)",rare
task,31.0,0,301.0,0,"(1, 0)",002,505,3,"(3, 2)",common
task,32.0,1,611.0,0,"(0, 1)",002,615,3,"(2, 3)",common
task,33.0,0,504.0,1,"(1, 0)",002,470,3,"(3, 2)",rare
task,34.0,0,815.0,1,"(0, 1)",002,574,3,"(3, 2)",rare
task,35.0,0,504.0,0,"(0, 1)",002,375,3,"(3, 2)",common
task,36.0,1,536.0,1,"(0, 1)",002,630,4,"(4, 5)",common
task,37.0,0,611.0,0,"(1, 0)",002,515,3,"(2, 3)",common
task,38.0,0,455.0,1,"(1, 0)",002,532,3,"(2, 3)",rare
task,39.0,1,595.0,1,"(1, 0)",002,882,4,"(5, 4)",common
task,40.0,0,331.0,0,"(0, 1)",002,476,3,"(3, 2)",common
task,41.0,0,1595.0,0,"(1, 0)",002,375,3,"(3, 2)",common
task,42.0,1,703.0,1,"(0, 1)",002,425,3,"(3, 2)",rare
task,43.0,0,518.0,1,"(1, 0)",002,442,4,"(4, 5)",common
task,44.0,1,361.0,0,"(1, 0)",002,474,3,"(3, 2)",common
task,45.0,1,409.0,1,"(1, 0)",002,583,4,"(4, 5)",common
task,46.0,1,550.0,1,"(1, 0)",002,565,4,"(5, 4)",common
task,47.0,0,393.0,1,"(1, 0)",002,447,4,"(4, 5)",common
task,48.0,0,457.0,0,"(0, 1)",002,595,3,"(3, 2)",common
task,49.0,0,254.0,0,"(0, 1)",002,548,2,"(3, 2)",common
task,50.0,0,393.0,1,"(1, 0)",002,508,5,"(5, 4)",common
task,51.0,1,65.0,1,"(1, 0)",002,1191,5,"(5, 4)",common
task,52.0,0,581.0,0,"(0, 1)",002,429,5,"(4, 5)",rare
task,53.0,0,457.0,1,"(1, 0)",002,933,2,"(3, 2)",rare
task,54.0,-1,,-1,"(0, 1)",002,-1,-1,"(-1, -1)",
task,55.0,0,316.0,1,"(1, 0)",002,627,3,"(3, 2)",rare
task,56.0,1,509.0,1,"(1, 0)",002,442,2,"(2, 3)",rare
task,57.0,0,1906.0,0,"(0, 1)",002,322,5,"(5, 4)",rare
task,58.0,0,425.0,1,"(0, 1)",002,730,4,"(4, 5)",common
task,59.0,1,238.0,1,"(0, 1)",002,452,5,"(4, 5)",common
task,60.0,0,408.0,0,"(1, 0)",002,666,3,"(3, 2)",common
task,61.0,0,284.0,0,"(0, 1)",002,561,2,"(2, 3)",common
task,62.0,1,1393.0,1,"(1, 0)",002,649,3,"(3, 2)",rare
task,63.0,1,769.0,1,"(0, 1)",002,503,5,"(5, 4)",common
task,64.0,1,954.0,0,"(0, 1)",002,1762,2,"(2, 3)",common
task,65.0,1,1251.0,1,"(1, 0)",002,1203,3,"(3, 2)",rare
task,66.0,0,1423.0,0,"(0, 1)",002,772,2,"(3, 2)",common
task,67.0,-1,,-1,"(0, 1)",002,-1,-1,"(-1, -1)",
task,68.0,1,564.0,1,"(1, 0)",002,377,5,"(5, 4)",common
task,69.0,0,346.0,1,"(1, 0)",002,596,5,"(4, 5)",common
task,70.0,1,489.0,0,"(1, 0)",002,592,2,"(3, 2)",common
task,71.0,1,658.0,0,"(1, 0)",002,977,4,"(5, 4)",rare
task,72.0,1,393.0,1,"(1, 0)",002,801,5,"(5, 4)",common
task,73.0,1,377.0,1,"(0, 1)",002,974,4,"(5, 4)",common
task,74.0,0,408.0,0,"(0, 1)",002,743,3,"(2, 3)",common
task,75.0,0,484.0,1,"(1, 0)",002,652,4,"(5, 4)",common
task,76.0,1,502.0,0,"(0, 1)",002,389,5,"(5, 4)",rare
task,77.0,0,502.0,0,"(1, 0)",002,469,5,"(5, 4)",rare
task,78.0,1,752.0,1,"(0, 1)",002,578,4,"(4, 5)",common
task,79.0,1,456.0,1,"(0, 1)",002,696,3,"(2, 3)",rare
task,80.0,0,767.0,1,"(1, 0)",002,622,3,"(2, 3)",rare
task,81.0,1,518.0,0,"(0, 1)",002,529,3,"(2, 3)",common
task,82.0,1,550.0,1,"(1, 0)",002,748,5,"(4, 5)",common
task,83.0,0,284.0,0,"(0, 1)",002,548,2,"(3, 2)",common
task,84.0,0,532.0,0,"(0, 1)",002,473,2,"(2, 3)",common
task,85.0,1,580.0,1,"(0, 1)",002,668,2,"(3, 2)",rare
task,86.0,0,332.0,1,"(1, 0)",002,360,4,"(4, 5)",common
task,87.0,1,393.0,1,"(1, 0)",002,520,5,"(5, 4)",common
task,88.0,1,409.0,0,"(1, 0)",002,125,5,"(5, 4)",rare
task,89.0,0,457.0,1,"(0, 1)",002,386,3,"(2, 3)",rare
