type,trial,FB,fs_RT,fs_choice,fs_stims,id,ss_RT,ss_choice,ss_stims,transition
practice,0.0,-1,,-1,"(1, 0)",021,-1.0,-1,-1,
practice,1.0,0,610.0,0,"(0, 1)",021,1239.0,2,"(3, 2)",common
practice,2.0,1,827.0,0,"(1, 0)",021,961.0,3,"(2, 3)",common
practice,3.0,1,407.0,0,"(1, 0)",021,572.0,3,"(2, 3)",common
practice,4.0,0,868.0,0,"(0, 1)",021,456.0,5,"(4, 5)",rare
practice,5.0,0,566.0,1,"(1, 0)",021,419.0,4,"(4, 5)",common
practice,6.0,-1,,-1,"(0, 1)",021,-1.0,-1,-1,
practice,7.0,0,416.0,1,"(1, 0)",021,599.0,4,"(4, 5)",common
practice,8.0,0,656.0,0,"(0, 1)",021,363.0,5,"(5, 4)",rare
practice,9.0,1,127.0,0,"(0, 1)",021,296.0,3,"(2, 3)",common
task,0.0,0,737.0,1,"(1, 0)",021,531.0,3,"(3, 2)",rare
task,1.0,1,487.0,1,"(1, 0)",021,387.0,5,"(4, 5)",common
task,2.0,0,504.0,0,"(0, 1)",021,627.0,2,"(3, 2)",common
task,3.0,0,806.0,1,"(1, 0)",021,582.0,3,"(3, 2)",rare
task,4.0,1,1027.0,0,"(0, 1)",021,956.0,3,"(2, 3)",common
task,5.0,0,817.0,0,"(0, 1)",021,1227.0,5,"(4, 5)",rare
task,6.0,0,330.0,0,"(1, 0)",021,1580.0,4,"(4, 5)",rare
task,7.0,1,517.0,0,"(0, 1)",021,1356.0,3,"(3, 2)",common
task,8.0,0,977.0,0,"(1, 0)",021,580.0,3,"(3, 2)",common
task,9.0,0,926.0,0,"(0, 1)",021,1154.0,2,"(2, 3)",common
task,10.0,0,720.0,0,"(1, 0)",021,944.0,3,"(2, 3)",common
task,11.0,1,797.0,1,"(0, 1)",021,725.0,4,"(4, 5)",common
task,12.0,-1,583.0,1,"(1, 0)",021,,-1,"(2, 3)",rare
task,13.0,0,777.0,1,"(1, 0)",021,991.0,2,"(3, 2)",rare
task,14.0,0,517.0,1,"(0, 1)",021,687.0,4,"(5, 4)",common
task,15.0,1,737.0,1,"(0, 1)",021,487.0,4,"(4, 5)",common
task,16.0,0,567.0,1,"(1, 0)",021,409.0,4,"(5, 4)",common
task,17.0,1,599.0,1,"(1, 0)",021,757.0,4,"(4, 5)",common
task,18.0,0,1297.0,0,"(0, 1)",021,1114.0,2,"(3, 2)",common
task,19.0,0,876.0,1,"(1, 0)",021,656.0,5,"(4, 5)",common
task,20.0,0,746.0,0,"(1, 0)",021,1064.0,2,"(2, 3)",common
task,21.0,1,396.0,0,"(1, 0)",021,1300.0,2,"(3, 2)",common
task,22.0,1,521.0,1,"(0, 1)",021,408.0,2,"(3, 2)",rare
task,23.0,0,538.0,0,"(1, 0)",021,294.0,2,"(3, 2)",common
task,24.0,1,1374.0,1,"(1, 0)",021,381.0,5,"(5, 4)",common
task,25.0,0,377.0,0,"(0, 1)",021,196.0,2,"(2, 3)",common
task,26.0,1,536.0,1,"(1, 0)",021,320.0,3,"(2, 3)",rare
task,27.0,0,897.0,1,"(0, 1)",021,306.0,5,"(5, 4)",common
task,28.0,0,557.0,0,"(0, 1)",021,266.0,4,"(5, 4)",rare
task,29.0,1,334.0,1,"(1, 0)",021,286.0,2,"(2, 3)",rare
task,30.0,1,317.0,1,"(1, 0)",021,186.0,4,"(4, 5)",common
task,31.0,0,366.0,0,"(0, 1)",021,261.0,5,"(5, 4)",rare
task,32.0,1,387.0,0,"(0, 1)",021,292.0,3,"(2, 3)",common
task,33.0,1,440.0,1,"(1, 0)",021,244.0,5,"(4, 5)",common
task,34.0,1,417.0,0,"(0, 1)",021,322.0,4,"(5, 4)",rare
task,35.0,0,300.0,1,"(1, 0)",021,277.0,5,"(4, 5)",common
task,36.0,1,407.0,1,"(1, 0)",021,369.0,2,"(3, 2)",rare
task,37.0,1,377.0,1,"(1, 0)",021,285.0,5,"(4, 5)",common
task,38.0,0,93.0,1,"(1, 0)",021,181.0,5,"(4, 5)",common
task,39.0,0,329.0,0,"(0, 1)",021,287.0,2,"(3, 2)",common
task,40.0,1,270.0,1,"(1, 0)",021,310.0,4,"(4, 5)",common
task,41.0,1,318.0,0,"(0, 1)",021,326.0,3,"(3, 2)",common
task,42.0,1,976.0,1,"(1, 0)",021,502.0,4,"(4, 5)",common
task,43.0,0,626.0,1,"(1, 0)",021,446.0,4,"(4, 5)",common
task,44.0,0,447.0,0,"(0, 1)",021,535.0,2,"(2, 3)",common
task,45.0,1,807.0,1,"(0, 1)",021,421.0,4,"(5, 4)",common
task,46.0,0,366.0,1,"(0, 1)",021,366.0,3,"(2, 3)",rare
task,47.0,1,473.0,0,"(1, 0)",021,639.0,4,"(5, 4)",rare
task,48.0,1,426.0,0,"(1, 0)",021,471.0,3,"(2, 3)",common
task,49.0,0,528.0,1,"(0, 1)",021,541.0,4,"(5, 4)",common
task,50.0,0,507.0,1,"(0, 1)",021,529.0,2,"(3, 2)",rare
task,51.0,0,494.0,1,"(0, 1)",021,421.0,2,"(2, 3)",rare
task,52.0,0,466.0,0,"(0, 1)",021,413.0,3,"(2, 3)",common
task,53.0,0,520.0,0,"(0, 1)",021,344.0,5,"(5, 4)",rare
task,54.0,0,496.0,0,"(0, 1)",021,322.0,3,"(2, 3)",common
task,55.0,1,548.0,0,"(1, 0)",021,352.0,3,"(3, 2)",common
task,56.0,0,616.0,1,"(0, 1)",021,464.0,5,"(5, 4)",common
task,57.0,0,310.0,1,"(0, 1)",021,353.0,4,"(5, 4)",common
