trial,rt,type,color_choice,word_color,word_text,congruent,correct,repeat_stim,id
0,999,practice,green,green,green,True,True,False,015
1,1066,practice,blue,blue,blue,True,True,False,015
2,1023,practice,red,green,red,False,False,False,015
3,1479,practice,blue,blue,green,False,True,False,015
4,1216,practice,blue,blue,blue,True,True,False,015
5,819,practice,red,red,red,True,True,False,015
6,988,practice,green,green,red,False,True,False,015
7,1129,practice,red,red,green,False,True,False,015
8,712,practice,red,red,red,True,True,False,015
9,870,practice,blue,blue,red,False,True,False,015
10,1074,practice,red,red,blue,False,True,False,015
11,730,practice,green,green,blue,False,True,False,015
12,602,practice,green,green,green,True,True,False,015
13,858,practice,blue,blue,red,False,True,False,015
14,634,practice,red,red,red,True,True,False,015
15,881,practice,blue,blue,green,False,True,False,015
16,640,practice,red,red,red,True,True,False,015
17,617,practice,green,green,green,True,True,False,015
18,800,practice,red,red,green,False,True,False,015
19,784,practice,blue,blue,blue,True,True,False,015
20,501,practice,blue,blue,blue,True,True,True,015
21,575,practice,green,green,green,True,True,False,015
22,752,practice,green,green,blue,False,True,False,015
23,753,practice,red,red,blue,False,True,False,015
24,586,frequent,green,green,green,True,True,False,015
25,768,frequent,blue,blue,blue,True,True,False,015
26,739,frequent,blue,blue,red,False,True,False,015
27,725,frequent,green,green,blue,False,True,False,015
28,676,frequent,red,red,blue,False,True,False,015
29,550,frequent,red,red,green,False,True,False,015
30,484,frequent,red,red,green,False,True,True,015
31,733,frequent,green,green,red,False,True,False,015
32,757,frequent,red,red,green,False,True,False,015
33,836,frequent,red,red,green,False,True,True,015
34,732,frequent,blue,blue,green,False,True,False,015
35,516,frequent,green,green,green,True,True,False,015
36,860,frequent,red,red,green,False,True,False,015
37,805,frequent,blue,blue,green,False,True,False,015
38,741,frequent,blue,blue,red,False,True,False,015
39,629,frequent,red,red,red,True,True,False,015
40,907,frequent,blue,blue,red,False,True,False,015
41,549,frequent,red,red,red,True,True,False,015
42,893,frequent,red,red,green,False,True,False,015
43,756,frequent,blue,blue,green,False,True,False,015
44,484,frequent,green,green,red,False,True,False,015
45,580,frequent,blue,blue,blue,True,True,False,015
46,781,frequent,blue,blue,green,False,True,False,015
47,804,frequent,green,green,red,False,True,False,015
48,612,frequent,red,red,blue,False,True,False,015
49,828,frequent,blue,blue,green,False,True,False,015
50,900,frequent,red,red,green,False,True,False,015
51,595,frequent,red,red,blue,False,True,False,015
52,500,frequent,red,red,blue,False,True,True,015
53,516,frequent,red,red,blue,False,True,True,015
54,748,frequent,green,green,red,False,True,False,015
55,486,frequent,green,green,red,False,True,True,015
56,413,frequent,green,green,blue,False,True,False,015
57,468,frequent,green,green,red,False,True,False,015
58,644,frequent,red,red,blue,False,True,False,015
59,933,frequent,green,green,red,False,True,False,015
60,579,frequent,blue,blue,green,False,True,False,015
61,500,frequent,green,green,red,False,True,False,015
62,844,frequent,blue,blue,green,False,True,False,015
63,515,frequent,red,red,green,False,True,False,015
64,580,frequent,red,red,blue,False,True,False,015
65,668,frequent,blue,blue,green,False,True,False,015
66,557,frequent,green,green,green,True,True,False,015
67,628,frequent,red,red,blue,False,True,False,015
68,740,frequent,blue,blue,red,False,True,False,015
69,724,frequent,red,red,green,False,True,False,015
70,563,frequent,green,green,red,False,True,False,015
71,739,frequent,blue,blue,red,False,True,False,015
72,588,frequent,green,green,blue,False,True,False,015
73,515,frequent,red,red,red,True,True,False,015
74,524,frequent,red,red,red,True,True,True,015
75,755,frequent,blue,blue,red,False,True,False,015
76,483,frequent,blue,blue,red,False,True,True,015
77,562,frequent,green,green,blue,False,True,False,015
78,443,frequent,blue,blue,green,False,True,False,015
79,723,frequent,green,green,red,False,True,False,015
80,562,frequent,red,red,blue,False,True,False,015
81,552,frequent,blue,green,blue,False,False,False,015
82,634,frequent,blue,blue,red,False,True,False,015
83,739,frequent,red,red,blue,False,True,False,015
84,770,frequent,green,green,green,True,True,False,015
85,762,frequent,blue,blue,green,False,True,False,015
86,695,frequent,red,red,green,False,True,False,015
87,586,frequent,green,green,red,False,True,False,015
88,858,frequent,red,red,green,False,True,False,015
89,683,frequent,green,green,red,False,True,False,015
90,554,frequent,green,green,red,False,True,True,015
91,606,frequent,blue,blue,red,False,True,False,015
92,626,frequent,red,red,blue,False,True,False,015
93,796,frequent,red,red,green,False,True,False,015
94,1064,frequent,green,green,blue,False,True,False,015
95,521,frequent,green,green,green,True,True,False,015
96,609,frequent,blue,blue,green,False,True,False,015
97,481,frequent,blue,blue,blue,True,True,False,015
98,543,frequent,green,green,blue,False,True,False,015
99,671,frequent,red,red,blue,False,True,False,015
100,939,frequent,blue,blue,red,False,True,False,015
101,625,frequent,green,green,blue,False,True,False,015
102,746,frequent,blue,blue,red,False,True,False,015
103,481,frequent,blue,blue,red,False,True,True,015
104,506,frequent,green,green,blue,False,True,False,015
105,521,frequent,green,green,blue,False,True,True,015
106,561,frequent,green,green,red,False,True,False,015
107,634,frequent,blue,blue,green,False,True,False,015
108,700,frequent,green,green,blue,False,True,False,015
109,569,frequent,blue,blue,red,False,True,False,015
110,840,frequent,blue,blue,red,False,True,True,015
111,673,frequent,red,red,blue,False,True,False,015
112,779,frequent,blue,blue,green,False,True,False,015
113,459,frequent,red,red,red,True,True,False,015
114,569,frequent,blue,blue,blue,True,True,False,015
115,625,frequent,red,red,green,False,True,False,015
116,777,frequent,blue,blue,green,False,True,False,015
117,809,frequent,blue,blue,red,False,True,False,015
118,537,frequent,blue,blue,blue,True,True,False,015
119,673,frequent,red,red,blue,False,True,False,015
120,530,frequent,red,red,green,False,True,False,015
121,481,frequent,red,red,green,False,True,True,015
122,553,frequent,blue,blue,blue,True,True,False,015
123,569,frequent,green,green,green,True,True,False,015
124,1033,frequent,blue,blue,green,False,True,False,015
125,528,frequent,blue,blue,red,False,True,False,015
126,457,frequent,blue,blue,blue,True,True,False,015
127,569,frequent,red,red,green,False,True,False,015
128,521,frequent,red,red,blue,False,True,False,015
129,465,frequent,green,green,red,False,True,False,015
130,730,frequent,red,red,red,True,True,False,015
131,879,frequent,green,green,blue,False,True,False,015
132,825,frequent,red,red,red,True,True,False,015
133,1210,frequent,green,green,blue,False,True,False,015
134,513,frequent,blue,blue,green,False,True,False,015
135,809,frequent,green,green,red,False,True,False,015
136,465,frequent,green,green,green,True,True,False,015
137,631,frequent,blue,blue,blue,True,True,False,015
138,607,frequent,green,green,blue,False,True,False,015
