type,trial,FB,fs_RT,fs_choice,fs_stims,id,ss_RT,ss_choice,ss_stims,transition
practice,0.0,1,1247.0,1,"(0, 1)",010,1698,3,"(3, 2)",rare
practice,1.0,1,981.0,1,"(0, 1)",010,612,3,"(2, 3)",rare
practice,2.0,1,582.0,1,"(0, 1)",010,796,4,"(4, 5)",common
practice,3.0,0,700.0,1,"(1, 0)",010,675,4,"(4, 5)",common
practice,4.0,0,798.0,1,"(1, 0)",010,620,5,"(5, 4)",common
practice,5.0,-1,,-1,"(1, 0)",010,-1,-1,-1,
practice,6.0,1,710.0,1,"(0, 1)",010,738,4,"(5, 4)",common
practice,7.0,0,533.0,1,"(1, 0)",010,683,3,"(2, 3)",rare
practice,8.0,1,594.0,1,"(1, 0)",010,987,4,"(4, 5)",common
practice,9.0,0,653.0,1,"(0, 1)",010,596,4,"(4, 5)",common
task,0.0,0,994.0,1,"(0, 1)",010,753,2,"(3, 2)",rare
task,1.0,0,549.0,1,"(0, 1)",010,873,4,"(5, 4)",common
task,2.0,0,930.0,0,"(1, 0)",010,761,2,"(3, 2)",common
task,3.0,1,1069.0,0,"(1, 0)",010,898,5,"(5, 4)",rare
task,4.0,0,748.0,0,"(1, 0)",010,538,5,"(5, 4)",rare
task,5.0,1,794.0,0,"(0, 1)",010,1177,2,"(2, 3)",common
task,6.0,1,793.0,0,"(0, 1)",010,447,2,"(2, 3)",common
task,7.0,1,627.0,0,"(1, 0)",010,666,2,"(3, 2)",common
task,8.0,1,575.0,0,"(0, 1)",010,697,2,"(3, 2)",common
task,9.0,0,577.0,0,"(0, 1)",010,662,5,"(5, 4)",rare
task,10.0,0,554.0,0,"(1, 0)",010,616,2,"(3, 2)",common
task,11.0,0,471.0,0,"(0, 1)",010,607,2,"(3, 2)",common
task,12.0,0,525.0,0,"(1, 0)",010,526,5,"(5, 4)",rare
task,13.0,0,641.0,0,"(0, 1)",010,695,2,"(2, 3)",common
task,14.0,0,585.0,1,"(0, 1)",010,743,5,"(5, 4)",common
task,15.0,1,640.0,1,"(1, 0)",010,487,5,"(4, 5)",common
task,16.0,0,601.0,1,"(0, 1)",010,662,3,"(2, 3)",rare
task,17.0,0,695.0,1,"(0, 1)",010,840,2,"(3, 2)",rare
task,18.0,1,673.0,1,"(1, 0)",010,615,3,"(2, 3)",rare
task,19.0,0,531.0,1,"(1, 0)",010,726,4,"(4, 5)",common
task,20.0,0,855.0,1,"(1, 0)",010,638,5,"(5, 4)",common
task,21.0,0,599.0,1,"(1, 0)",010,333,4,"(5, 4)",common
task,22.0,0,471.0,0,"(0, 1)",010,565,5,"(5, 4)",rare
task,23.0,0,589.0,0,"(1, 0)",010,692,3,"(2, 3)",common
task,24.0,1,447.0,0,"(0, 1)",010,597,4,"(4, 5)",rare
task,25.0,0,853.0,0,"(1, 0)",010,478,4,"(5, 4)",rare
task,26.0,1,511.0,1,"(1, 0)",010,605,2,"(3, 2)",rare
task,27.0,0,463.0,1,"(1, 0)",010,532,5,"(5, 4)",common
task,28.0,0,582.0,1,"(1, 0)",010,664,5,"(4, 5)",common
task,29.0,1,613.0,1,"(1, 0)",010,578,4,"(4, 5)",common
task,30.0,0,588.0,1,"(1, 0)",010,491,5,"(5, 4)",common
task,31.0,0,509.0,1,"(1, 0)",010,579,4,"(5, 4)",common
task,32.0,1,564.0,0,"(0, 1)",010,314,3,"(2, 3)",common
task,33.0,1,604.0,0,"(0, 1)",010,378,3,"(3, 2)",common
task,34.0,0,421.0,0,"(0, 1)",010,449,2,"(2, 3)",common
task,35.0,0,595.0,0,"(0, 1)",010,401,3,"(3, 2)",common
task,36.0,1,547.0,0,"(0, 1)",010,395,2,"(3, 2)",common
task,37.0,1,570.0,1,"(1, 0)",010,426,3,"(2, 3)",rare
task,38.0,0,544.0,1,"(1, 0)",010,666,5,"(4, 5)",common
task,39.0,1,507.0,0,"(0, 1)",010,481,3,"(3, 2)",common
task,40.0,0,500.0,1,"(1, 0)",010,574,5,"(5, 4)",common
task,41.0,0,466.0,0,"(0, 1)",010,359,2,"(2, 3)",common
task,42.0,1,950.0,1,"(1, 0)",010,345,5,"(4, 5)",common
task,43.0,1,523.0,0,"(0, 1)",010,328,3,"(3, 2)",common
task,44.0,1,522.0,1,"(1, 0)",010,408,4,"(4, 5)",common
task,45.0,0,522.0,1,"(1, 0)",010,415,2,"(2, 3)",rare
task,46.0,0,449.0,1,"(1, 0)",010,359,2,"(3, 2)",rare
task,47.0,1,449.0,1,"(1, 0)",010,486,4,"(4, 5)",common
task,48.0,0,583.0,1,"(0, 1)",010,455,4,"(4, 5)",common
task,49.0,0,595.0,1,"(1, 0)",010,392,4,"(4, 5)",common
task,50.0,0,440.0,1,"(1, 0)",010,466,2,"(3, 2)",rare
task,51.0,1,581.0,0,"(0, 1)",010,483,4,"(4, 5)",rare
task,52.0,0,459.0,1,"(1, 0)",010,451,3,"(3, 2)",rare
task,53.0,1,331.0,0,"(0, 1)",010,268,3,"(3, 2)",common
