type,trial,FB,fs_RT,fs_choice,fs_stims,id,ss_RT,ss_choice,ss_stims,transition
practice,0.0,0,1019,1,"(1, 0)",015,988.0,4,"(4, 5)",common
practice,1.0,0,833,0,"(1, 0)",015,643.0,4,"(5, 4)",rare
practice,2.0,1,547,1,"(0, 1)",015,480.0,3,"(3, 2)",rare
practice,3.0,0,1280,0,"(1, 0)",015,436.0,3,"(3, 2)",common
practice,4.0,1,554,0,"(0, 1)",015,820.0,3,"(2, 3)",common
practice,5.0,1,642,1,"(1, 0)",015,602.0,4,"(5, 4)",common
practice,6.0,0,882,0,"(0, 1)",015,503.0,5,"(4, 5)",rare
practice,7.0,1,826,0,"(0, 1)",015,725.0,2,"(3, 2)",common
practice,8.0,0,1628,0,"(1, 0)",015,800.0,2,"(2, 3)",common
practice,9.0,0,634,0,"(0, 1)",015,536.0,2,"(3, 2)",common
task,0.0,0,1476,1,"(0, 1)",015,990.0,4,"(5, 4)",common
task,1.0,0,592,1,"(0, 1)",015,1565.0,3,"(3, 2)",rare
task,2.0,1,555,1,"(0, 1)",015,916.0,5,"(5, 4)",common
task,3.0,0,476,1,"(0, 1)",015,765.0,5,"(5, 4)",common
task,4.0,0,1000,1,"(0, 1)",015,1788.0,4,"(4, 5)",common
task,5.0,0,1088,1,"(1, 0)",015,1156.0,5,"(5, 4)",common
task,6.0,1,520,1,"(0, 1)",015,657.0,5,"(5, 4)",common
task,7.0,-1,966,1,"(0, 1)",015,,-1,"(4, 5)",common
task,8.0,0,956,1,"(1, 0)",015,1032.0,2,"(3, 2)",rare
task,9.0,1,776,0,"(1, 0)",015,503.0,2,"(2, 3)",common
task,10.0,0,1568,0,"(0, 1)",015,458.0,2,"(2, 3)",common
task,11.0,1,718,0,"(1, 0)",015,404.0,2,"(2, 3)",common
task,12.0,0,744,0,"(0, 1)",015,586.0,3,"(2, 3)",common
task,13.0,0,847,1,"(0, 1)",015,644.0,5,"(5, 4)",common
task,14.0,0,1277,0,"(1, 0)",015,982.0,5,"(5, 4)",rare
task,15.0,0,879,0,"(1, 0)",015,992.0,5,"(4, 5)",rare
task,16.0,0,1490,1,"(1, 0)",015,594.0,5,"(4, 5)",common
task,17.0,0,534,1,"(1, 0)",015,318.0,4,"(4, 5)",common
