trial,rt,type,color_choice,word_color,word_text,congruent,correct,repeat_stim,id
0,2247,practice,green,green,green,True,True,False,018
1,1153,practice,blue,blue,red,False,True,False,018
2,1528,practice,green,green,red,False,True,False,018
3,1404,practice,red,red,red,True,True,False,018
4,934,practice,blue,blue,blue,True,True,False,018
5,841,practice,green,green,blue,False,True,False,018
6,809,practice,blue,blue,blue,True,True,False,018
7,684,practice,blue,blue,blue,True,True,True,018
8,513,practice,red,red,red,True,True,False,018
9,997,practice,red,red,green,False,True,False,018
10,795,practice,blue,blue,green,False,True,False,018
11,654,practice,green,green,green,True,True,False,018
12,700,practice,blue,blue,green,False,True,False,018
13,497,practice,green,green,green,True,True,False,018
14,669,practice,green,green,blue,False,True,False,018
15,778,practice,blue,blue,red,False,True,False,018
16,466,practice,blue,blue,blue,True,True,False,018
17,603,practice,red,red,red,True,True,False,018
18,499,practice,red,red,blue,False,True,False,018
19,483,practice,red,red,blue,False,True,True,018
20,481,practice,red,red,red,True,True,False,018
21,528,practice,green,green,red,False,True,False,018
22,325,practice,green,green,green,True,True,False,018
23,513,practice,red,red,green,False,True,False,018
24,826,frequent,blue,blue,blue,True,True,False,018
25,559,frequent,blue,blue,green,False,True,False,018
26,545,frequent,blue,blue,red,False,True,False,018
27,733,frequent,red,red,blue,False,True,False,018
28,374,frequent,red,red,red,True,True,False,018
29,654,frequent,blue,green,blue,False,False,False,018
30,716,frequent,green,green,blue,False,True,True,018
31,481,frequent,green,green,blue,False,True,True,018
32,700,frequent,blue,blue,red,False,True,False,018
33,653,frequent,red,red,green,False,True,False,018
34,919,frequent,green,green,red,False,True,False,018
35,388,frequent,green,green,blue,False,True,False,018
36,372,frequent,green,green,blue,False,True,True,018
37,389,frequent,green,green,green,True,True,False,018
38,358,frequent,green,green,red,False,True,False,018
39,481,frequent,red,red,red,True,True,False,018
40,450,frequent,green,green,blue,False,True,False,018
41,951,frequent,red,red,green,False,True,False,018
42,544,frequent,blue,blue,red,False,True,False,018
43,373,frequent,blue,blue,red,False,True,True,018
44,771,frequent,green,green,red,False,True,False,018
45,809,frequent,blue,blue,green,False,True,False,018
46,390,frequent,blue,blue,green,False,True,True,018
47,747,frequent,green,green,red,False,True,False,018
48,561,frequent,blue,blue,red,False,True,False,018
49,449,frequent,blue,blue,blue,True,True,False,018
50,559,frequent,red,red,green,False,True,False,018
51,716,frequent,green,blue,green,False,False,False,018
52,747,frequent,blue,blue,green,False,True,True,018
53,918,frequent,green,green,red,False,True,False,018
54,700,frequent,red,red,blue,False,True,False,018
55,1045,frequent,blue,blue,red,False,True,False,018
56,733,frequent,green,green,red,False,True,False,018
57,450,frequent,green,green,green,True,True,False,018
58,637,frequent,blue,blue,green,False,True,False,018
59,341,frequent,blue,blue,blue,True,True,False,018
60,481,frequent,green,green,red,False,True,False,018
61,364,frequent,green,green,blue,False,True,False,018
62,357,frequent,green,green,red,False,True,False,018
63,340,frequent,green,green,blue,False,True,False,018
64,388,frequent,green,green,red,False,True,False,018
65,716,frequent,red,red,green,False,True,False,018
66,401,frequent,green,green,red,False,True,False,018
67,388,frequent,blue,blue,red,False,True,False,018
68,712,frequent,red,red,blue,False,True,False,018
69,387,frequent,green,green,green,True,True,False,018
70,575,frequent,blue,blue,green,False,True,False,018
71,372,frequent,red,red,blue,False,True,False,018
72,358,frequent,green,green,blue,False,True,False,018
73,340,frequent,blue,blue,red,False,True,False,018
74,528,frequent,green,green,red,False,True,False,018
75,394,frequent,green,green,blue,False,True,False,018
76,372,frequent,green,green,blue,False,True,True,018
77,371,frequent,green,green,blue,False,True,True,018
78,372,frequent,green,green,red,False,True,False,018
79,419,frequent,blue,blue,red,False,True,False,018
80,455,frequent,red,red,green,False,True,False,018
81,982,frequent,blue,blue,red,False,True,False,018
82,418,frequent,red,red,red,True,True,False,018
83,825,frequent,blue,blue,green,False,True,False,018
84,623,frequent,green,green,blue,False,True,False,018
85,573,frequent,red,red,red,True,True,False,018
86,685,frequent,red,red,blue,False,True,False,018
87,403,frequent,red,red,green,False,True,False,018
88,356,frequent,red,red,blue,False,True,False,018
89,842,frequent,blue,blue,green,False,True,False,018
90,420,frequent,green,green,green,True,True,False,018
91,935,frequent,blue,blue,red,False,True,False,018
92,638,frequent,green,green,red,False,True,False,018
93,1005,frequent,blue,blue,green,False,True,False,018
94,421,frequent,blue,blue,blue,True,True,False,018
95,358,frequent,blue,blue,green,False,True,False,018
96,919,frequent,red,red,blue,False,True,False,018
97,827,frequent,red,red,green,False,True,False,018
98,390,frequent,red,red,green,False,True,True,018
99,411,frequent,green,green,red,False,True,False,018
100,466,frequent,blue,blue,blue,True,True,False,018
101,1014,frequent,red,red,green,False,True,False,018
102,403,frequent,green,blue,red,False,False,False,018
103,512,frequent,blue,blue,green,False,True,False,018
104,387,frequent,blue,blue,red,False,True,False,018
105,434,frequent,blue,blue,green,False,True,False,018
106,372,frequent,blue,blue,green,False,True,True,018
107,622,frequent,red,red,blue,False,True,False,018
108,622,frequent,green,blue,red,False,False,False,018
109,591,frequent,green,green,red,False,True,False,018
110,621,frequent,red,red,green,False,True,False,018
111,440,frequent,red,red,green,False,True,True,018
112,346,frequent,red,red,red,True,True,False,018
113,353,frequent,red,red,blue,False,True,False,018
114,358,frequent,blue,blue,green,False,True,False,018
115,639,frequent,green,green,green,True,True,False,018
116,562,frequent,blue,blue,blue,True,True,False,018
117,513,frequent,red,red,blue,False,True,False,018
118,700,frequent,blue,green,green,True,False,False,018
119,1731,frequent,red,red,blue,False,True,False,018
120,418,frequent,red,red,green,False,True,False,018
121,372,frequent,red,red,green,False,True,True,018
122,372,frequent,red,red,blue,False,True,False,018
123,1153,frequent,green,green,blue,False,True,False,018
124,781,frequent,red,red,blue,False,True,False,018
125,509,frequent,red,red,green,False,True,False,018
126,1202,frequent,blue,blue,green,False,True,False,018
127,919,frequent,green,green,green,True,True,False,018
128,529,frequent,green,green,blue,False,True,False,018
129,810,frequent,red,red,red,True,True,False,018
130,387,frequent,red,red,red,True,True,True,018
131,309,frequent,red,red,blue,False,True,False,018
132,323,frequent,red,red,blue,False,True,True,018
133,307,frequent,red,red,blue,False,True,True,018
134,356,frequent,blue,blue,red,False,True,False,018
135,450,frequent,green,green,blue,False,True,False,018
136,481,frequent,green,green,green,True,True,False,018
137,559,frequent,blue,blue,red,False,True,False,018
138,330,frequent,blue,blue,blue,True,True,False,018
139,481,frequent,red,red,red,True,True,False,018
140,638,frequent,blue,blue,blue,True,True,False,018
141,357,frequent,green,green,red,False,True,False,018
142,403,frequent,red,red,green,False,True,False,018
143,450,frequent,red,red,green,False,True,True,018
144,654,infrequent,blue,blue,blue,True,True,False,018
145,670,infrequent,red,red,green,False,True,False,018
146,388,infrequent,red,red,red,True,True,False,018
147,621,infrequent,blue,blue,blue,True,True,False,018
148,482,infrequent,blue,blue,blue,True,True,True,018
149,466,infrequent,green,green,blue,False,True,False,018
150,435,infrequent,green,green,red,False,True,False,018
151,356,infrequent,green,green,green,True,True,False,018
152,622,infrequent,blue,blue,blue,True,True,False,018
153,450,infrequent,red,red,red,True,True,False,018
154,731,infrequent,blue,green,blue,False,False,False,018
155,951,infrequent,red,red,blue,False,True,False,018
156,450,infrequent,red,red,red,True,True,False,018
157,1184,infrequent,blue,blue,blue,True,True,False,018
158,388,infrequent,blue,blue,blue,True,True,True,018
159,451,infrequent,blue,blue,blue,True,True,True,018
160,372,infrequent,blue,blue,blue,True,True,True,018
161,388,infrequent,green,green,green,True,True,False,018
162,497,infrequent,red,red,red,True,True,False,018
163,372,infrequent,red,red,red,True,True,True,018
164,669,infrequent,blue,blue,red,False,True,False,018
165,622,infrequent,green,green,green,True,True,False,018
166,622,infrequent,blue,blue,blue,True,True,False,018
167,482,infrequent,red,red,red,True,True,False,018
168,700,infrequent,blue,green,blue,False,False,False,018
169,1372,infrequent,green,red,red,True,False,False,018
170,573,infrequent,red,red,red,True,True,True,018
171,965,infrequent,green,green,green,True,True,False,018
172,544,infrequent,blue,blue,blue,True,True,False,018
173,529,infrequent,green,green,green,True,True,False,018
174,716,infrequent,blue,blue,red,False,True,False,018
175,733,infrequent,red,red,red,True,True,False,018
