type,trial,FB,fs_RT,fs_choice,fs_stims,id,ss_RT,ss_choice,ss_stims,transition
practice,0.0,0,1105.0,1,"(0, 1)",009,993,3,"(3, 2)",rare
practice,1.0,1,996.0,1,"(0, 1)",009,1552,4,"(5, 4)",common
practice,2.0,0,1256.0,1,"(0, 1)",009,1243,4,"(5, 4)",common
practice,3.0,-1,,-1,"(1, 0)",009,-1,-1,-1,
practice,4.0,0,656.0,1,"(0, 1)",009,1087,3,"(3, 2)",rare
practice,5.0,1,1030.0,1,"(1, 0)",009,1269,5,"(5, 4)",common
practice,6.0,1,1224.0,0,"(0, 1)",009,1042,2,"(2, 3)",common
practice,7.0,0,774.0,0,"(1, 0)",009,1032,2,"(3, 2)",common
practice,8.0,0,1043.0,1,"(1, 0)",009,1152,5,"(5, 4)",common
practice,9.0,0,1050.0,1,"(1, 0)",009,1013,5,"(4, 5)",common
task,0.0,0,809.0,1,"(0, 1)",009,1038,2,"(2, 3)",rare
task,1.0,0,866.0,1,"(0, 1)",009,1362,2,"(2, 3)",rare
task,2.0,1,731.0,0,"(0, 1)",009,1117,2,"(3, 2)",common
task,3.0,0,915.0,0,"(1, 0)",009,1093,3,"(2, 3)",common
task,4.0,1,939.0,1,"(1, 0)",009,1226,2,"(2, 3)",rare
task,5.0,0,832.0,1,"(1, 0)",009,1030,5,"(5, 4)",common
task,6.0,1,1369.0,0,"(0, 1)",009,1150,3,"(2, 3)",common
task,7.0,1,902.0,0,"(0, 1)",009,1051,3,"(3, 2)",common
task,8.0,1,1041.0,1,"(1, 0)",009,892,4,"(4, 5)",common
task,9.0,0,940.0,1,"(0, 1)",009,1241,3,"(3, 2)",rare
task,10.0,1,816.0,0,"(1, 0)",009,942,5,"(4, 5)",rare
task,11.0,0,1020.0,1,"(1, 0)",009,891,2,"(2, 3)",rare
task,12.0,0,1080.0,1,"(0, 1)",009,1137,5,"(5, 4)",common
task,13.0,1,865.0,1,"(0, 1)",009,1246,3,"(3, 2)",rare
task,14.0,1,922.0,0,"(0, 1)",009,1021,3,"(3, 2)",common
task,15.0,1,1025.0,1,"(1, 0)",009,1067,5,"(4, 5)",common
task,16.0,1,865.0,1,"(0, 1)",009,954,5,"(4, 5)",common
task,17.0,0,1333.0,0,"(1, 0)",009,625,4,"(4, 5)",rare
task,18.0,0,903.0,0,"(1, 0)",009,1515,2,"(2, 3)",common
task,19.0,1,873.0,0,"(0, 1)",009,1290,5,"(5, 4)",rare
task,20.0,1,748.0,1,"(1, 0)",009,1103,4,"(5, 4)",common
task,21.0,1,924.0,1,"(0, 1)",009,1163,4,"(4, 5)",common
task,22.0,0,882.0,0,"(0, 1)",009,981,2,"(3, 2)",common
task,23.0,0,669.0,0,"(0, 1)",009,1221,3,"(2, 3)",common
task,24.0,1,641.0,0,"(0, 1)",009,965,2,"(2, 3)",common
task,25.0,1,1118.0,0,"(1, 0)",009,1094,5,"(5, 4)",rare
task,26.0,0,932.0,0,"(0, 1)",009,1401,2,"(2, 3)",common
task,27.0,1,853.0,0,"(1, 0)",009,1124,2,"(3, 2)",common
task,28.0,0,769.0,1,"(1, 0)",009,1377,3,"(3, 2)",rare
task,29.0,1,1071.0,0,"(0, 1)",009,1129,4,"(5, 4)",rare
task,30.0,1,869.0,0,"(1, 0)",009,721,4,"(5, 4)",rare
task,31.0,1,753.0,1,"(0, 1)",009,768,4,"(4, 5)",common
task,32.0,0,965.0,1,"(1, 0)",009,807,5,"(4, 5)",common
task,33.0,0,723.0,1,"(1, 0)",009,1000,3,"(2, 3)",rare
task,34.0,1,662.0,1,"(1, 0)",009,976,5,"(5, 4)",common
task,35.0,0,729.0,1,"(1, 0)",009,876,4,"(4, 5)",common
task,36.0,1,576.0,0,"(1, 0)",009,988,4,"(4, 5)",rare
task,37.0,1,788.0,1,"(0, 1)",009,817,4,"(5, 4)",common
task,38.0,1,627.0,1,"(0, 1)",009,646,5,"(5, 4)",common
task,39.0,0,582.0,1,"(1, 0)",009,708,4,"(4, 5)",common
task,40.0,0,1023.0,0,"(0, 1)",009,921,3,"(2, 3)",common
task,41.0,0,1208.0,0,"(1, 0)",009,669,3,"(3, 2)",common
task,42.0,1,572.0,0,"(0, 1)",009,941,5,"(4, 5)",rare
task,43.0,1,742.0,0,"(1, 0)",009,896,5,"(5, 4)",rare
task,44.0,1,801.0,1,"(0, 1)",009,637,4,"(4, 5)",common
task,45.0,1,607.0,1,"(1, 0)",009,736,4,"(5, 4)",common
task,46.0,0,879.0,1,"(1, 0)",009,666,5,"(4, 5)",common
task,47.0,1,535.0,1,"(1, 0)",009,662,4,"(5, 4)",common
task,48.0,1,883.0,1,"(0, 1)",009,1591,3,"(2, 3)",rare
task,49.0,0,1193.0,1,"(0, 1)",009,733,5,"(5, 4)",common
task,50.0,0,796.0,0,"(1, 0)",009,839,5,"(5, 4)",rare
task,51.0,1,592.0,0,"(1, 0)",009,697,4,"(5, 4)",rare
task,52.0,1,689.0,1,"(0, 1)",009,713,3,"(3, 2)",rare
task,53.0,1,795.0,0,"(1, 0)",009,1025,5,"(5, 4)",rare
task,54.0,0,714.0,0,"(0, 1)",009,1156,3,"(2, 3)",common
task,55.0,1,829.0,0,"(0, 1)",009,973,2,"(2, 3)",common
task,56.0,1,802.0,1,"(1, 0)",009,726,2,"(2, 3)",rare
task,57.0,1,1163.0,0,"(0, 1)",009,1161,5,"(5, 4)",rare
task,58.0,0,709.0,0,"(0, 1)",009,657,5,"(4, 5)",rare
task,59.0,0,560.0,1,"(1, 0)",009,793,3,"(3, 2)",rare
task,60.0,0,522.0,1,"(0, 1)",009,780,5,"(5, 4)",common
task,61.0,0,696.0,1,"(1, 0)",009,784,4,"(5, 4)",common
task,62.0,0,833.0,1,"(0, 1)",009,980,2,"(3, 2)",rare
task,63.0,0,747.0,1,"(0, 1)",009,656,4,"(4, 5)",common
task,64.0,0,726.0,0,"(0, 1)",009,714,3,"(2, 3)",common
task,65.0,0,507.0,0,"(0, 1)",009,594,2,"(2, 3)",common
task,66.0,1,684.0,1,"(1, 0)",009,604,4,"(4, 5)",common
task,67.0,1,855.0,0,"(0, 1)",009,723,4,"(4, 5)",rare
task,68.0,1,739.0,1,"(1, 0)",009,831,5,"(5, 4)",common
task,69.0,0,592.0,0,"(0, 1)",009,588,2,"(2, 3)",common
task,70.0,1,510.0,0,"(1, 0)",009,566,3,"(3, 2)",common
task,71.0,1,493.0,0,"(0, 1)",009,718,3,"(3, 2)",common
task,72.0,1,580.0,0,"(0, 1)",009,670,3,"(2, 3)",common
task,73.0,0,533.0,0,"(1, 0)",009,753,4,"(4, 5)",rare
task,74.0,0,652.0,0,"(0, 1)",009,661,3,"(3, 2)",common
task,75.0,1,440.0,1,"(1, 0)",009,573,4,"(4, 5)",common
task,76.0,1,775.0,1,"(0, 1)",009,568,4,"(5, 4)",common
task,77.0,1,835.0,1,"(0, 1)",009,713,4,"(5, 4)",common
task,78.0,1,661.0,1,"(1, 0)",009,1283,2,"(3, 2)",rare
task,79.0,0,459.0,1,"(1, 0)",009,690,4,"(4, 5)",common
task,80.0,1,644.0,1,"(0, 1)",009,1230,5,"(4, 5)",common
task,81.0,1,755.0,0,"(0, 1)",009,847,2,"(2, 3)",common
task,82.0,0,527.0,1,"(1, 0)",009,551,5,"(5, 4)",common
task,83.0,1,813.0,0,"(0, 1)",009,1242,2,"(2, 3)",common
task,84.0,1,594.0,0,"(0, 1)",009,538,2,"(2, 3)",common
task,85.0,1,467.0,0,"(0, 1)",009,582,3,"(3, 2)",common
task,86.0,1,575.0,0,"(0, 1)",009,654,2,"(2, 3)",common
task,87.0,1,385.0,1,"(1, 0)",009,600,5,"(5, 4)",common
task,88.0,0,397.0,0,"(0, 1)",009,342,3,"(3, 2)",common
task,89.0,1,402.0,0,"(0, 1)",009,590,2,"(2, 3)",common
task,90.0,1,521.0,1,"(1, 0)",009,674,4,"(5, 4)",common
task,91.0,1,472.0,1,"(1, 0)",009,558,4,"(5, 4)",common
task,92.0,0,511.0,1,"(1, 0)",009,864,4,"(5, 4)",common
task,93.0,0,570.0,0,"(0, 1)",009,824,5,"(4, 5)",rare
task,94.0,1,449.0,0,"(0, 1)",009,1554,2,"(3, 2)",common
task,95.0,1,1031.0,0,"(1, 0)",009,1110,2,"(2, 3)",common
task,96.0,1,597.0,1,"(0, 1)",009,774,4,"(5, 4)",common
task,97.0,1,546.0,0,"(1, 0)",009,1129,2,"(2, 3)",common
task,98.0,1,697.0,0,"(1, 0)",009,692,2,"(2, 3)",common
task,99.0,0,801.0,0,"(1, 0)",009,1207,5,"(5, 4)",rare
task,100.0,1,907.0,0,"(0, 1)",009,983,5,"(4, 5)",rare
task,101.0,1,574.0,0,"(0, 1)",009,851,3,"(2, 3)",common
task,102.0,0,491.0,1,"(1, 0)",009,790,5,"(5, 4)",common
task,103.0,1,355.0,0,"(0, 1)",009,908,2,"(2, 3)",common
task,104.0,1,374.0,0,"(0, 1)",009,482,2,"(2, 3)",common
task,105.0,1,1396.0,0,"(0, 1)",009,456,2,"(2, 3)",common
task,106.0,1,490.0,1,"(1, 0)",009,697,4,"(4, 5)",common
task,107.0,0,3.0,1,"(1, 0)",009,774,4,"(5, 4)",common
task,108.0,0,719.0,1,"(1, 0)",009,515,5,"(5, 4)",common
task,109.0,0,574.0,1,"(0, 1)",009,686,4,"(5, 4)",common
task,110.0,0,477.0,1,"(0, 1)",009,823,3,"(3, 2)",rare
task,111.0,0,535.0,1,"(0, 1)",009,1507,5,"(4, 5)",common
task,112.0,1,658.0,0,"(0, 1)",009,645,3,"(3, 2)",common
task,113.0,0,416.0,1,"(1, 0)",009,552,4,"(4, 5)",common
task,114.0,0,415.0,0,"(0, 1)",009,1105,5,"(5, 4)",rare
task,115.0,0,833.0,1,"(1, 0)",009,589,4,"(4, 5)",common
task,116.0,1,580.0,0,"(0, 1)",009,710,4,"(5, 4)",rare
task,117.0,0,400.0,1,"(1, 0)",009,574,4,"(5, 4)",common
task,118.0,0,451.0,0,"(0, 1)",009,776,5,"(5, 4)",rare
task,119.0,1,413.0,0,"(0, 1)",009,824,2,"(3, 2)",common
task,120.0,0,569.0,1,"(1, 0)",009,756,5,"(4, 5)",common
task,121.0,1,491.0,0,"(0, 1)",009,1059,5,"(4, 5)",rare
task,122.0,0,490.0,0,"(1, 0)",009,725,4,"(4, 5)",rare
task,123.0,1,458.0,1,"(1, 0)",009,816,3,"(3, 2)",rare
task,124.0,1,589.0,1,"(1, 0)",009,789,4,"(5, 4)",common
task,125.0,1,473.0,1,"(1, 0)",009,985,4,"(4, 5)",common
task,126.0,0,444.0,1,"(1, 0)",009,536,4,"(4, 5)",common
task,127.0,1,1650.0,0,"(0, 1)",009,832,2,"(3, 2)",common
task,128.0,1,941.0,1,"(1, 0)",009,641,4,"(4, 5)",common
task,129.0,0,655.0,0,"(1, 0)",009,579,5,"(4, 5)",rare
task,130.0,1,539.0,0,"(0, 1)",009,377,2,"(2, 3)",common
task,131.0,0,736.0,1,"(1, 0)",009,631,4,"(4, 5)",common
task,132.0,0,433.0,0,"(0, 1)",009,1033,4,"(5, 4)",rare
task,133.0,0,1239.0,1,"(1, 0)",009,557,4,"(5, 4)",common
task,134.0,0,445.0,1,"(1, 0)",009,545,4,"(4, 5)",common
task,135.0,1,431.0,1,"(1, 0)",009,733,3,"(2, 3)",rare
task,136.0,1,751.0,0,"(0, 1)",009,953,3,"(2, 3)",common
task,137.0,1,519.0,0,"(0, 1)",009,575,3,"(3, 2)",common
task,138.0,0,441.0,1,"(1, 0)",009,688,4,"(5, 4)",common
