trial,rt,type,color_choice,word_color,word_text,congruent,correct,repeat_stim,id
0,483,practice,green,blue,red,False,False,False,003
1,450,practice,red,red,red,True,True,False,003
2,479,practice,green,green,green,True,True,False,003
3,11688,practice,blue,blue,red,False,True,False,003
4,343,practice,red,red,red,True,True,False,003
5,598,practice,green,green,red,False,True,False,003
6,519,practice,blue,red,blue,False,False,False,003
7,536,practice,blue,blue,blue,True,True,False,003
8,626,practice,red,red,green,False,True,False,003
9,434,practice,blue,blue,blue,True,True,False,003
10,435,frequent,blue,blue,red,False,True,False,003
11,618,frequent,green,green,red,False,True,False,003
12,627,frequent,blue,blue,red,False,True,False,003
13,475,frequent,red,red,green,False,True,False,003
14,481,frequent,green,green,green,True,True,False,003
15,829,frequent,green,green,blue,False,True,False,003
16,1905,frequent,red,red,green,False,True,False,003
17,25252,frequent,blue,red,green,False,False,True,003
18,568,frequent,red,red,green,False,True,True,003
19,503,frequent,blue,blue,green,False,True,False,003
20,621,frequent,red,red,blue,False,True,False,003
21,1409,frequent,red,red,blue,False,True,True,003
22,51360,frequent,blue,blue,green,False,True,False,003
23,629,frequent,blue,blue,red,False,True,False,003
24,404,frequent,blue,blue,red,False,True,True,003
25,149594,frequent,green,blue,green,False,False,False,003
26,541,frequent,red,red,green,False,True,False,003
27,401,frequent,blue,blue,blue,True,True,False,003
28,439,frequent,blue,blue,green,False,True,False,003
29,424,frequent,blue,blue,green,False,True,True,003
30,544,frequent,green,green,blue,False,True,False,003
31,472,frequent,red,red,blue,False,True,False,003
32,526,frequent,green,green,green,True,True,False,003
33,444,frequent,blue,blue,blue,True,True,False,003
34,615,frequent,green,green,red,False,True,False,003
35,325,frequent,red,red,green,False,True,False,003
36,456,frequent,blue,green,red,False,False,False,003
37,409,frequent,green,green,blue,False,True,False,003
38,557,frequent,red,red,red,True,True,False,003
39,410,frequent,blue,blue,blue,True,True,False,003
40,596,frequent,red,red,blue,False,True,False,003
41,467,frequent,red,red,blue,False,True,True,003
42,447,frequent,blue,green,blue,False,False,False,003
43,680,frequent,blue,blue,red,False,True,False,003
44,502,frequent,green,green,blue,False,True,False,003
45,652,frequent,blue,blue,red,False,True,False,003
46,522,frequent,red,red,blue,False,True,False,003
47,502,frequent,red,red,red,True,True,False,003
48,589,frequent,blue,blue,green,False,True,False,003
49,540,frequent,red,red,blue,False,True,False,003
50,549,frequent,blue,blue,red,False,True,False,003
51,610,frequent,red,red,blue,False,True,False,003
52,361,frequent,green,green,green,True,True,False,003
53,507,frequent,red,red,green,False,True,False,003
54,511,frequent,red,red,green,False,True,True,003
55,376,frequent,red,red,blue,False,True,False,003
56,369,frequent,blue,blue,green,False,True,False,003
57,389,frequent,green,green,red,False,True,False,003
58,486,frequent,blue,blue,green,False,True,False,003
59,483,frequent,green,green,blue,False,True,False,003
60,716,frequent,green,green,blue,False,True,True,003
61,450,frequent,green,green,blue,False,True,True,003
62,409,frequent,red,red,blue,False,True,False,003
63,379,frequent,blue,blue,red,False,True,False,003
64,520,frequent,green,green,blue,False,True,False,003
65,415,frequent,green,blue,green,False,False,False,003
66,601,frequent,blue,blue,blue,True,True,False,003
67,436,frequent,blue,blue,red,False,True,False,003
68,407,frequent,red,red,blue,False,True,False,003
69,532,frequent,red,red,red,True,True,False,003
70,353,frequent,green,green,red,False,True,False,003
71,440,frequent,red,green,red,False,False,True,003
72,429,frequent,blue,blue,green,False,True,False,003
73,489,frequent,red,red,green,False,True,False,003
74,356,frequent,green,green,blue,False,True,False,003
75,571,frequent,blue,blue,green,False,True,False,003
76,592,frequent,blue,blue,green,False,True,True,003
77,575,frequent,red,red,green,False,True,False,003
78,485,frequent,green,green,blue,False,True,False,003
79,403,frequent,green,green,green,True,True,False,003
80,411,frequent,red,red,green,False,True,False,003
81,550,frequent,green,green,red,False,True,False,003
82,532,frequent,red,red,green,False,True,False,003
83,480,frequent,blue,blue,red,False,True,False,003
84,403,frequent,red,green,red,False,False,False,003
85,520,frequent,blue,blue,red,False,True,False,003
86,599,frequent,blue,blue,green,False,True,False,003
87,419,frequent,red,red,blue,False,True,False,003
88,372,frequent,green,green,red,False,True,False,003
